,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
MXD1,1.05E-07,-0.324709745,0.067,0.174,0.00177943,0,MXD1
ADM.1,1.16E-07,-0.401609785,0.083,0.197,0.001963437,0,ADM
HLA-DQB1.2,1.64E-07,-0.496325695,0.48,0.652,0.002781977,0,HLA-DQB1
THBS1.1,1.82E-07,-0.995151794,0.063,0.178,0.003093186,0,THBS1
CXCL8.1,3.19E-07,-0.677008485,0.167,0.311,0.005422245,0,CXCL8
AGTRAP,3.43E-07,-0.348386983,0.057,0.157,0.005814605,0,AGTRAP
MT2A,3.75E-07,-0.375860244,0.633,0.761,0.006369685,0,MT2A
VCAN.2,5.80E-07,-0.33914742,0.16,0.292,0.009836258,0,VCAN
PMP22.2,7.02E-07,-0.275735435,0.083,0.184,0.011909063,0,PMP22
DNAJC3,7.12E-07,-0.355605701,0.063,0.165,0.012075728,0,DNAJC3
NUDT16.1,7.31E-07,-0.291788338,0.1,0.209,0.012408989,0,NUDT16
CLEC10A.2,7.77E-07,-0.623924906,0.08,0.195,0.013183915,0,CLEC10A
CST7.2,1.13E-06,-0.727422892,0.06,0.166,0.019174046,0,CST7
CXCL2.1,1.76E-06,-0.988743167,0.08,0.193,0.029881679,0,CXCL2
NUB1.1,2.10E-06,-0.418343088,0.077,0.185,0.035622566,0,NUB1
GPNMB.2,2.29E-06,-0.387047852,0.263,0.401,0.038817492,0,GPNMB
C1orf54.1,3.06E-06,-0.350742301,0.117,0.225,0.05199469,0,C1orf54
MARCKSL1,3.34E-06,-0.67431789,0.087,0.196,0.056729199,0,MARCKSL1
LGMN.1,7.87E-05,-0.73496935,0.137,0.246,1,0,LGMN
APOC1.2,0.000266554,-0.787035634,0.5,0.625,1,0,APOC1
GPNMB.3,3.26E-92,2.113921162,0.86,0.292,5.54E-88,4,GPNMB
PSAP.1,1.81E-89,1.462862956,0.99,0.824,3.08E-85,4,PSAP
APOE.2,5.11E-85,2.279252538,0.94,0.538,8.68E-81,4,APOE
APOC1.3,1.64E-82,2.264684547,0.917,0.549,2.78E-78,4,APOC1
CTSD.3,4.22E-78,1.687191545,0.933,0.566,7.17E-74,4,CTSD
LGMN.2,1.64E-69,2.318176687,0.607,0.16,2.79E-65,4,LGMN
ACP5.3,1.47E-59,1.944831765,0.65,0.204,2.50E-55,4,ACP5
CTSB.3,1.63E-58,1.41011807,0.943,0.691,2.77E-54,4,CTSB
LIPA.2,2.10E-57,1.90271116,0.663,0.247,3.56E-53,4,LIPA
ASAH1.2,5.18E-54,1.356026268,0.83,0.466,8.79E-50,4,ASAH1
CTSL.3,2.71E-49,1.543874538,0.747,0.301,4.60E-45,4,CTSL
CTSC.1,5.66E-45,1.290290998,0.86,0.552,9.60E-41,4,CTSC
CD63.3,1.08E-42,1.006643826,0.933,0.75,1.83E-38,4,CD63
GRN.1,2.67E-40,1.059637559,0.877,0.646,4.54E-36,4,GRN
PLA2G7.1,2.77E-36,1.375084059,0.403,0.092,4.70E-32,4,PLA2G7
MS4A4A.2,1.83E-34,1.309268886,0.607,0.253,3.11E-30,4,MS4A4A
C1QC.1,4.12E-34,1.030801567,0.75,0.376,6.99E-30,4,C1QC
PLD3.2,2.55E-33,1.31085811,0.6,0.261,4.33E-29,4,PLD3
CTSS.2,5.99E-33,0.920587991,0.92,0.7,1.02E-28,4,CTSS
CD9.3,1.26E-32,1.363055384,0.703,0.411,2.13E-28,4,CD9
CD68.2,4.22E-32,1.120982234,0.743,0.411,7.16E-28,4,CD68
C1QB.2,1.96E-30,1.207011902,0.73,0.4,3.32E-26,4,C1QB
TREM2.1,1.78E-27,1.177552764,0.6,0.28,3.01E-23,4,TREM2
LGALS3.2,8.52E-27,1.098109912,0.723,0.488,1.45E-22,4,LGALS3
GM2A.1,3.44E-26,1.134864962,0.367,0.114,5.84E-22,4,GM2A
C1QA.1,7.57E-26,0.907614016,0.767,0.452,1.29E-21,4,C1QA
CTSA.1,9.90E-26,1.02514909,0.583,0.276,1.68E-21,4,CTSA
SDCBP.1,8.51E-25,0.833893301,0.807,0.553,1.44E-20,4,SDCBP
IFI30.3,2.17E-24,0.894685191,0.893,0.695,3.68E-20,4,IFI30
OTOA,2.28E-24,0.881625098,0.25,0.046,3.87E-20,4,OTOA
LAMP1.1,2.74E-23,0.97198959,0.573,0.282,4.65E-19,4,LAMP1
MSR1.2,1.27E-21,0.775496651,0.55,0.256,2.16E-17,4,MSR1
SDS.1,4.82E-21,0.941948796,0.33,0.099,8.17E-17,4,SDS
CAPG.2,9.67E-21,0.834970841,0.797,0.556,1.64E-16,4,CAPG
PRDX1.1,1.09E-19,0.757142342,0.787,0.539,1.85E-15,4,PRDX1
DAB2.2,1.38E-19,0.658898403,0.48,0.216,2.34E-15,4,DAB2
NPC2.1,9.83E-19,0.574183499,0.95,0.832,1.67E-14,4,NPC2
CD81.1,2.25E-18,0.734012819,0.64,0.365,3.81E-14,4,CD81
CCL18,2.57E-18,1.559775738,0.183,0.032,4.36E-14,4,CCL18
CREG1.2,2.83E-18,0.840135356,0.547,0.286,4.81E-14,4,CREG1
CTSZ.1,4.09E-18,0.966310759,0.667,0.436,6.94E-14,4,CTSZ
BTG1,1.14E-17,-0.894994837,0.637,0.742,1.94E-13,4,BTG1
SLCO2B1.1,1.36E-17,0.80846604,0.393,0.158,2.31E-13,4,SLCO2B1
CFD.2,4.67E-17,0.777603881,0.497,0.242,7.92E-13,4,CFD
KCNMA1,1.23E-16,0.824409703,0.21,0.049,2.09E-12,4,KCNMA1
CALR.2,1.24E-16,0.709425067,0.72,0.484,2.11E-12,4,CALR
NUPR1.2,1.69E-16,0.716742601,0.433,0.195,2.87E-12,4,NUPR1
LAIR1,2.21E-16,0.680836548,0.507,0.254,3.75E-12,4,LAIR1
A2M.1,3.82E-16,0.864939915,0.513,0.27,6.49E-12,4,A2M
LAMP2.1,4.51E-16,0.837893796,0.48,0.26,7.65E-12,4,LAMP2
LAPTM5,1.02E-15,0.489511481,0.903,0.708,1.74E-11,4,LAPTM5
CPM.1,1.45E-15,0.95982393,0.433,0.203,2.45E-11,4,CPM
SCPEP1.1,2.49E-15,0.911003548,0.467,0.256,4.23E-11,4,SCPEP1
FCER1A.1,6.63E-15,-1.803409587,0.01,0.134,1.12E-10,4,FCER1A
ALDH1A1,1.93E-14,0.881547174,0.23,0.069,3.27E-10,4,ALDH1A1
DNASE2.1,3.29E-14,0.650340247,0.33,0.132,5.58E-10,4,DNASE2
CYP27A1.2,3.45E-14,0.802973618,0.287,0.106,5.85E-10,4,CYP27A1
FABP5.2,6.61E-14,0.777195795,0.683,0.474,1.12E-09,4,FABP5
GLUL.1,8.64E-14,0.508246093,0.84,0.652,1.47E-09,4,GLUL
HEXB.2,1.14E-13,0.653203641,0.543,0.32,1.93E-09,4,HEXB
CXCL16.1,1.47E-13,0.552677252,0.65,0.41,2.49E-09,4,CXCL16
CCL17.2,2.01E-13,-3.889599481,0.007,0.122,3.41E-09,4,CCL17
NPL.1,2.07E-13,0.672347225,0.283,0.106,3.51E-09,4,NPL
HMOX1.2,3.06E-13,1.246755299,0.443,0.246,5.19E-09,4,HMOX1
FPR3.1,5.66E-13,0.663621097,0.393,0.19,9.61E-09,4,FPR3
VCAN.3,6.31E-13,-1.563044444,0.15,0.294,1.07E-08,4,VCAN
FCER1G.2,7.31E-13,0.466157933,0.927,0.793,1.24E-08,4,FCER1G
FCGR3A.2,9.03E-13,0.435130251,0.557,0.339,1.53E-08,4,FCGR3A
MS4A7.1,1.55E-12,0.555489863,0.673,0.444,2.63E-08,4,MS4A7
HEXA.2,1.80E-12,0.608227763,0.467,0.254,3.06E-08,4,HEXA
TSPAN4,2.47E-12,0.550648688,0.3,0.123,4.19E-08,4,TSPAN4
TMBIM6,4.45E-12,0.571542155,0.757,0.581,7.56E-08,4,TMBIM6
GNB4,4.52E-12,0.634727794,0.353,0.164,7.66E-08,4,GNB4
TIMP2.1,7.05E-12,0.596887304,0.473,0.262,1.20E-07,4,TIMP2
C5AR1.1,7.94E-12,0.295692437,0.36,0.188,1.35E-07,4,C5AR1
ATP6V1F.2,8.60E-12,0.537061991,0.75,0.611,1.46E-07,4,ATP6V1F
TCN2,1.41E-11,0.581165096,0.16,0.041,2.39E-07,4,TCN2
TNFSF13,1.70E-11,0.390866177,0.43,0.229,2.89E-07,4,TNFSF13
IQGAP2,2.13E-11,0.639515946,0.29,0.121,3.61E-07,4,IQGAP2
BRI3.1,2.39E-11,0.420415499,0.56,0.344,4.05E-07,4,BRI3
CRIP1.1,2.55E-11,-1.254139379,0.46,0.564,4.33E-07,4,CRIP1
FOLR2,2.66E-11,0.422325199,0.163,0.054,4.51E-07,4,FOLR2
LHFPL2,3.63E-11,0.608190819,0.247,0.093,6.15E-07,4,LHFPL2
SLC1A3.1,3.72E-11,0.431207458,0.42,0.23,6.31E-07,4,SLC1A3
ITGAX,3.76E-11,0.421761712,0.323,0.154,6.39E-07,4,ITGAX
TPP1.1,4.17E-11,0.526029133,0.553,0.342,7.08E-07,4,TPP1
TTYH3,7.37E-11,0.594539798,0.307,0.137,1.25E-06,4,TTYH3
CYBB.1,7.53E-11,0.361138625,0.52,0.32,1.28E-06,4,CYBB
GAA,9.69E-11,0.683069047,0.293,0.131,1.64E-06,4,GAA
VAT1,1.51E-10,0.538040452,0.23,0.087,2.56E-06,4,VAT1
ATP6AP2.1,1.64E-10,0.60574272,0.563,0.392,2.79E-06,4,ATP6AP2
IGSF6.2,1.65E-10,0.684422756,0.54,0.345,2.80E-06,4,IGSF6
CFP.2,1.95E-10,-0.764056111,0.027,0.146,3.31E-06,4,CFP
MPP1,2.11E-10,0.558799015,0.313,0.146,3.58E-06,4,MPP1
PMP22.3,2.17E-10,0.56882454,0.31,0.143,3.69E-06,4,PMP22
HAMP,2.49E-10,0.273442092,0.14,0.038,4.22E-06,4,HAMP
CST7.3,2.71E-10,-1.125384821,0.05,0.168,4.60E-06,4,CST7
CANX.2,3.37E-10,0.486925692,0.583,0.383,5.72E-06,4,CANX
LRP1,4.92E-10,0.525158614,0.283,0.129,8.35E-06,4,LRP1
ITGB2,4.94E-10,0.416038325,0.77,0.578,8.38E-06,4,ITGB2
APLP2.1,5.31E-10,0.558880837,0.68,0.506,9.01E-06,4,APLP2
ADA2,5.33E-10,0.615593422,0.357,0.181,9.04E-06,4,ADA2
MFSD1.1,7.79E-10,0.494686229,0.47,0.277,1.32E-05,4,MFSD1
SLC7A7,1.26E-09,0.435379668,0.383,0.206,2.14E-05,4,SLC7A7
NPC1,1.69E-09,0.487571743,0.153,0.046,2.87E-05,4,NPC1
CSTB.3,1.95E-09,0.297605573,0.85,0.718,3.32E-05,4,CSTB
ATP6V0C.1,1.99E-09,0.464692558,0.687,0.514,3.38E-05,4,ATP6V0C
ABCA1,2.09E-09,0.625470522,0.227,0.09,3.55E-05,4,ABCA1
MARCKS.2,2.32E-09,0.583919011,0.563,0.37,3.94E-05,4,MARCKS
C3AR1.1,2.84E-09,0.380159795,0.39,0.223,4.82E-05,4,C3AR1
VSIG4.2,2.95E-09,0.502521015,0.5,0.314,5.01E-05,4,VSIG4
ATP6V0B.1,4.13E-09,0.498719915,0.68,0.527,7.02E-05,4,ATP6V0B
GLMP,4.34E-09,0.470034697,0.193,0.071,7.36E-05,4,GLMP
C2,4.71E-09,0.633737051,0.163,0.054,7.99E-05,4,C2
RENBP,5.35E-09,0.404903137,0.24,0.103,9.08E-05,4,RENBP
PLTP,7.07E-09,0.750699378,0.23,0.097,0.000119975,4,PLTP
SOAT1,1.05E-08,0.393286949,0.31,0.157,0.000177924,4,SOAT1
MRC1.1,1.12E-08,0.518160487,0.403,0.234,0.000189808,4,MRC1
CYFIP1,1.56E-08,0.564737796,0.26,0.12,0.000265384,4,CYFIP1
FUCA1,1.62E-08,0.629160026,0.217,0.093,0.000275442,4,FUCA1
SLC15A3.1,1.79E-08,0.513733036,0.31,0.158,0.000303233,4,SLC15A3
FCGR1A,2.00E-08,0.370797117,0.39,0.228,0.000339297,4,FCGR1A
LYZ.2,2.43E-08,0.324961597,0.93,0.818,0.000412693,4,LYZ
FCGRT.1,2.78E-08,0.435608963,0.64,0.464,0.000471561,4,FCGRT
AP2A2,2.82E-08,0.593842318,0.2,0.084,0.000478143,4,AP2A2
FCHO2,3.19E-08,0.618062016,0.2,0.081,0.000541545,4,FCHO2
HLA-DMB.3,3.30E-08,0.514538067,0.613,0.434,0.000560835,4,HLA-DMB
STAT1,3.53E-08,0.424557502,0.373,0.21,0.000599631,4,STAT1
TXN.3,3.75E-08,-1.241795916,0.713,0.592,0.00063592,4,TXN
LPL.1,3.81E-08,0.495870845,0.163,0.059,0.000646294,4,LPL
RNF130,4.00E-08,0.379974947,0.55,0.369,0.000678838,4,RNF130
HSPA5.1,4.57E-08,0.55287564,0.49,0.336,0.000775991,4,HSPA5
MGST3.2,4.81E-08,0.433215399,0.543,0.365,0.000816083,4,MGST3
LRPAP1.1,4.97E-08,0.560559683,0.403,0.26,0.00084414,4,LRPAP1
HSD17B4,6.40E-08,0.566787493,0.283,0.147,0.00108663,4,HSD17B4
HLA-DMA.3,6.84E-08,0.341717561,0.77,0.605,0.001161703,4,HLA-DMA
ADAM9,7.16E-08,0.563480071,0.27,0.134,0.001215728,4,ADAM9
SCARB2,7.70E-08,0.568512349,0.32,0.174,0.001307504,4,SCARB2
STAB1,7.89E-08,0.591429093,0.267,0.13,0.001339833,4,STAB1
STK17B.1,8.07E-08,-0.914102844,0.143,0.259,0.00136981,4,STK17B
IDH1,8.17E-08,0.481496493,0.257,0.124,0.001386078,4,IDH1
CDKN1A,1.00E-07,-0.722883383,0.13,0.261,0.001696925,4,CDKN1A
CD53,1.06E-07,0.357102221,0.64,0.463,0.00180525,4,CD53
NCEH1,1.11E-07,0.384487667,0.167,0.065,0.001877207,4,NCEH1
SH3KBP1,1.39E-07,-0.736577418,0.113,0.233,0.002350833,4,SH3KBP1
SLC31A1,1.46E-07,0.316369485,0.16,0.059,0.002474123,4,SLC31A1
APOC2,1.87E-07,1.148437422,0.2,0.096,0.003169897,4,APOC2
SCD.1,1.88E-07,0.518242665,0.18,0.071,0.003191941,4,SCD
SLC43A3,2.79E-07,0.367268707,0.193,0.082,0.004726735,4,SLC43A3
FMNL2,3.37E-07,0.313201393,0.17,0.068,0.005724832,4,FMNL2
BCAP31.1,4.36E-07,0.425134875,0.477,0.315,0.007391582,4,BCAP31
CSF1R.3,4.64E-07,0.284999809,0.407,0.263,0.007882052,4,CSF1R
AP1B1.1,4.88E-07,0.560232741,0.237,0.115,0.008276108,4,AP1B1
FKBP15,4.93E-07,0.262575255,0.203,0.098,0.008361876,4,FKBP15
TCEAL9,5.02E-07,0.31108301,0.24,0.12,0.0085206,4,TCEAL9
HSP90B1,5.03E-07,0.416377836,0.63,0.47,0.00853051,4,HSP90B1
CD163,5.26E-07,0.32588981,0.57,0.406,0.008919534,4,CD163
TMED10.1,6.36E-07,0.43782203,0.473,0.315,0.010800676,4,TMED10
ACSL1,6.41E-07,0.34720743,0.38,0.233,0.010879569,4,ACSL1
TFRC,7.90E-07,0.491420671,0.25,0.126,0.013403199,4,TFRC
IER3,8.42E-07,-0.915905454,0.337,0.442,0.01428277,4,IER3
RNF13,9.95E-07,0.407147126,0.45,0.294,0.016888939,4,RNF13
MMP14.1,1.00E-06,0.574869954,0.31,0.174,0.017028134,4,MMP14
WASHC4,1.01E-06,0.521648436,0.28,0.154,0.017126871,4,WASHC4
SIRPA.1,1.11E-06,0.545764992,0.317,0.188,0.018880929,4,SIRPA
RPN1,1.17E-06,0.518422587,0.367,0.222,0.019890902,4,RPN1
GNS,1.40E-06,0.460450143,0.31,0.175,0.023741821,4,GNS
TGFBI,1.46E-06,0.331210932,0.527,0.37,0.024818686,4,TGFBI
ARL6IP1.2,1.50E-06,0.484062466,0.603,0.448,0.025381349,4,ARL6IP1
PPT1,1.63E-06,0.37512998,0.553,0.395,0.027670897,4,PPT1
ATP6AP1.1,1.72E-06,0.438486681,0.42,0.274,0.029107115,4,ATP6AP1
ATP6V1A,1.73E-06,0.542913513,0.22,0.114,0.029338464,4,ATP6V1A
VEGFB,1.78E-06,0.409071193,0.19,0.085,0.03022651,4,VEGFB
LTA4H.1,2.43E-06,0.381928572,0.33,0.193,0.041169043,4,LTA4H
PDIA6.2,2.73E-06,0.443951572,0.417,0.275,0.04635206,4,PDIA6
PDE4DIP,3.25E-06,0.470205332,0.2,0.095,0.055107663,4,PDE4DIP
PIK3IP1,4.09E-06,0.404089616,0.213,0.104,0.069359218,4,PIK3IP1
CCR1,4.46E-06,0.288622711,0.253,0.145,0.075688722,4,CCR1
LILRB4.1,4.70E-06,0.494984691,0.327,0.194,0.079807897,4,LILRB4
SELENOP,4.85E-06,0.843665692,0.2,0.096,0.082251844,4,SELENOP
NRP1,5.60E-06,0.385585483,0.2,0.098,0.094979229,4,NRP1
PDIA4,6.51E-06,0.468197343,0.29,0.167,0.110496482,4,PDIA4
KIAA0930,8.04E-06,0.365811735,0.227,0.117,0.136506221,4,KIAA0930
SLAMF8,9.30E-06,0.359715429,0.2,0.099,0.157806535,4,SLAMF8
ATP6V1B2.1,1.01E-05,0.42177929,0.45,0.31,0.172071802,4,ATP6V1B2
DBI.2,1.17E-05,0.451485942,0.693,0.564,0.199132993,4,DBI
NUCB1,1.18E-05,0.388921214,0.363,0.232,0.200798845,4,NUCB1
BMP2K.1,1.26E-05,0.461990353,0.243,0.132,0.214073239,4,BMP2K
ANXA5.1,1.44E-05,0.281901755,0.717,0.576,0.24486569,4,ANXA5
ATP2A2,1.52E-05,0.405343554,0.253,0.14,0.257783589,4,ATP2A2
ANXA2.2,1.80E-05,0.324632246,0.8,0.678,0.305493928,4,ANXA2
BLVRB.1,1.92E-05,0.368751803,0.4,0.274,0.326048827,4,BLVRB
GUSB.1,2.11E-05,0.461799018,0.26,0.148,0.357752954,4,GUSB
HIF1A,2.75E-05,0.418297715,0.47,0.334,0.466910121,4,HIF1A
IER2.1,3.43E-05,-0.752697743,0.297,0.416,0.581711285,4,IER2
HADHB,3.87E-05,0.430359636,0.31,0.193,0.657029674,4,HADHB
LGALS3BP.1,4.71E-05,0.55858086,0.3,0.194,0.799228311,4,LGALS3BP
SERINC1,4.85E-05,0.426442216,0.327,0.206,0.82398076,4,SERINC1
CHCHD10.2,5.04E-05,0.428928044,0.473,0.339,0.855418002,4,CHCHD10
PRNP,6.44E-05,0.389109239,0.28,0.169,1,4,PRNP
CD59,6.73E-05,0.253899598,0.483,0.35,1,4,CD59
JPT1.2,7.90E-05,0.290253757,0.51,0.377,1,4,JPT1
TRAM1.2,8.05E-05,0.344591121,0.377,0.253,1,4,TRAM1
GPR34.2,8.37E-05,0.271066642,0.287,0.184,1,4,GPR34
LY96.1,8.80E-05,0.437287906,0.493,0.373,1,4,LY96
TMED5,8.98E-05,0.298751656,0.227,0.127,1,4,TMED5
USF2,9.43E-05,0.38324534,0.26,0.154,1,4,USF2
PECAM1,0.000111019,0.301793924,0.26,0.155,1,4,PECAM1
CD4.1,0.000121062,0.282582122,0.373,0.253,1,4,CD4
M6PR.1,0.000135897,0.473676984,0.41,0.309,1,4,M6PR
MAN2B1.1,0.000139653,0.251439124,0.363,0.246,1,4,MAN2B1
TMEM147.1,0.000186764,0.358687671,0.37,0.254,1,4,TMEM147
TMEM176B.1,0.00021827,0.43988936,0.453,0.331,1,4,TMEM176B
ARHGAP18.1,0.00022605,0.361493698,0.373,0.256,1,4,ARHGAP18
CTSH.2,0.000383806,0.290909376,0.623,0.5,1,4,CTSH
RRBP1.1,0.000393723,0.254432614,0.313,0.208,1,4,RRBP1
AKR1B1.1,0.000470468,0.349111648,0.38,0.268,1,4,AKR1B1
MDH1.1,0.000572804,0.331553544,0.35,0.245,1,4,MDH1
LAPTM4A.1,0.000667849,0.321229378,0.557,0.442,1,4,LAPTM4A
RTN3,0.00081032,0.290886811,0.327,0.226,1,4,RTN3
HAVCR2.1,0.001191901,0.290427618,0.333,0.231,1,4,HAVCR2
RNH1.1,0.001693485,0.292820338,0.46,0.351,1,4,RNH1
PDIA3.1,0.001719849,0.336116994,0.497,0.393,1,4,PDIA3
ATOX1.2,0.001806839,0.363567882,0.483,0.382,1,4,ATOX1
SCP2,0.002884813,0.297465934,0.43,0.329,1,4,SCP2
MYDGF.2,0.003276415,0.25901684,0.393,0.293,1,4,MYDGF
HLA-DPA1.3,1.89E-56,1.040810683,0.993,0.809,3.20E-52,1_0,HLA-DPA1
C1QA.2,2.15E-50,1.500779021,0.83,0.441,3.65E-46,1_0,C1QA
C1QB.3,4.10E-48,1.464872987,0.8,0.387,6.96E-44,1_0,C1QB
C1QC.2,1.11E-47,1.499960034,0.783,0.37,1.88E-43,1_0,C1QC
HLA-DPB1.3,6.15E-47,0.903624108,0.99,0.772,1.04E-42,1_0,HLA-DPB1
ITM2B,1.72E-37,0.875506188,0.96,0.829,2.93E-33,1_0,ITM2B
CD14.1,3.43E-34,1.117789777,0.777,0.409,5.82E-30,1_0,CD14
HLA-DRB1.3,1.82E-31,0.99602397,0.92,0.732,3.08E-27,1_0,HLA-DRB1
GPX1.1,5.38E-31,0.751490479,0.933,0.774,9.13E-27,1_0,GPX1
GPR34.3,5.47E-30,1.235226789,0.463,0.152,9.29E-26,1_0,GPR34
RNASE6.2,1.42E-29,0.862995015,0.74,0.385,2.42E-25,1_0,RNASE6
AIF1.1,2.34E-29,0.77939273,0.94,0.72,3.96E-25,1_0,AIF1
NPC2.2,6.44E-29,0.699801525,0.96,0.83,1.09E-24,1_0,NPC2
HLA-DMA.4,7.05E-29,0.860108583,0.857,0.589,1.20E-24,1_0,HLA-DMA
MS4A6A.1,1.69E-28,0.814914213,0.85,0.526,2.87E-24,1_0,MS4A6A
CST3.1,8.15E-28,0.618880475,0.983,0.882,1.38E-23,1_0,CST3
CSF1R.4,1.94E-24,0.675546202,0.547,0.237,3.29E-20,1_0,CSF1R
RGS1.2,8.46E-24,0.804220679,0.873,0.643,1.44E-19,1_0,RGS1
CALHM6.2,1.42E-22,1.009139247,0.523,0.236,2.41E-18,1_0,CALHM6
C3,7.54E-22,1.156208024,0.443,0.187,1.28E-17,1_0,C3
LTC4S,1.05E-21,0.898645654,0.303,0.082,1.78E-17,1_0,LTC4S
FCGR3A.3,8.28E-20,0.800145681,0.617,0.328,1.41E-15,1_0,FCGR3A
RNASET2.1,1.57E-19,0.754100105,0.747,0.498,2.66E-15,1_0,RNASET2
FCGR2A.1,1.64E-19,0.579853188,0.683,0.395,2.78E-15,1_0,FCGR2A
C3AR1.2,2.50E-19,0.801166318,0.473,0.208,4.24E-15,1_0,C3AR1
RGS10.2,5.15E-19,0.780680503,0.737,0.522,8.74E-15,1_0,RGS10
HLA-DMB.4,1.07E-18,0.679149628,0.69,0.42,1.82E-14,1_0,HLA-DMB
PLD4.2,5.26E-18,0.929273516,0.323,0.109,8.93E-14,1_0,PLD4
FCGBP,8.83E-18,1.487887213,0.23,0.057,1.50E-13,1_0,FCGBP
CKLF.1,9.42E-18,0.712273581,0.693,0.425,1.60E-13,1_0,CKLF
HERPUD1.2,1.27E-17,0.717236481,0.717,0.511,2.16E-13,1_0,HERPUD1
HLA-DQB1.3,2.15E-17,0.596057952,0.823,0.589,3.65E-13,1_0,HLA-DQB1
FCGRT.2,2.23E-17,0.67084371,0.707,0.452,3.78E-13,1_0,FCGRT
LST1.3,2.54E-17,0.26315273,0.853,0.606,4.32E-13,1_0,LST1
C1orf162.1,4.86E-17,0.333714199,0.783,0.529,8.24E-13,1_0,C1orf162
YWHAH.1,2.50E-16,0.76545234,0.617,0.421,4.24E-12,1_0,YWHAH
HLA-DQA1.3,3.87E-16,0.56216923,0.78,0.531,6.57E-12,1_0,HLA-DQA1
MS4A7.2,1.52E-15,0.470589707,0.697,0.44,2.59E-11,1_0,MS4A7
ARHGDIB,2.26E-15,0.517585821,0.82,0.598,3.84E-11,1_0,ARHGDIB
CD52.2,2.64E-15,-1.198713806,0.313,0.459,4.48E-11,1_0,CD52
ALOX5AP.3,4.49E-15,0.777622072,0.693,0.481,7.62E-11,1_0,ALOX5AP
ADORA3,1.06E-14,0.744731616,0.203,0.052,1.80E-10,1_0,ADORA3
CLEC2B.2,1.28E-14,0.641106337,0.567,0.321,2.18E-10,1_0,CLEC2B
VSIG4.3,2.44E-14,0.600144449,0.547,0.305,4.14E-10,1_0,VSIG4
CLEC7A.1,1.26E-13,0.433406714,0.563,0.329,2.14E-09,1_0,CLEC7A
LPAR6.2,1.50E-13,0.456047738,0.45,0.229,2.54E-09,1_0,LPAR6
LY86.1,2.63E-13,0.618951529,0.513,0.286,4.47E-09,1_0,LY86
S100A8.3,5.59E-13,-2.422838006,0.223,0.392,9.49E-09,1_0,S100A8
FCER1G.3,9.81E-13,0.254750259,0.947,0.789,1.67E-08,1_0,FCER1G
HPGDS,1.61E-12,0.447279224,0.16,0.04,2.73E-08,1_0,HPGDS
AXL.2,1.95E-12,0.468087942,0.283,0.119,3.30E-08,1_0,AXL
F13A1.1,2.14E-12,0.485557405,0.283,0.118,3.62E-08,1_0,F13A1
TREM2.2,2.34E-12,0.535424177,0.517,0.295,3.97E-08,1_0,TREM2
HCST.1,2.75E-12,0.421032894,0.727,0.503,4.66E-08,1_0,HCST
OLFML3,4.78E-12,0.547319628,0.147,0.032,8.12E-08,1_0,OLFML3
ZFP36L2.1,5.11E-12,0.479887872,0.677,0.456,8.67E-08,1_0,ZFP36L2
A2M.2,5.25E-12,0.568483111,0.49,0.275,8.91E-08,1_0,A2M
LILRB4.2,8.47E-12,0.407962562,0.373,0.185,1.44E-07,1_0,LILRB4
TBXAS1,1.01E-11,0.365297159,0.377,0.191,1.72E-07,1_0,TBXAS1
FOLR2.1,1.36E-11,0.972119903,0.173,0.052,2.31E-07,1_0,FOLR2
AKR1B1.2,2.18E-11,0.629159323,0.447,0.256,3.71E-07,1_0,AKR1B1
MAFB,2.63E-11,0.581287142,0.563,0.348,4.46E-07,1_0,MAFB
SORL1,2.73E-11,0.526811473,0.34,0.159,4.63E-07,1_0,SORL1
FGL2.2,3.10E-11,0.290018481,0.537,0.332,5.26E-07,1_0,FGL2
HLA-DRB5,3.79E-11,1.321746505,0.243,0.118,6.44E-07,1_0,HLA-DRB5
EVI2A.1,3.93E-11,0.560081747,0.487,0.279,6.68E-07,1_0,EVI2A
FPR1.2,1.13E-10,0.413359382,0.427,0.238,1.92E-06,1_0,FPR1
C1orf54.2,1.22E-10,0.661678498,0.36,0.18,2.07E-06,1_0,C1orf54
FXYD5.1,1.78E-10,0.396534458,0.743,0.545,3.02E-06,1_0,FXYD5
HCLS1.1,1.98E-10,0.445940959,0.597,0.39,3.36E-06,1_0,HCLS1
MGST2.1,2.00E-10,0.477073736,0.467,0.268,3.40E-06,1_0,MGST2
RAC1,2.28E-10,0.421769879,0.833,0.685,3.86E-06,1_0,RAC1
SLCO2B1.2,2.38E-10,0.466309311,0.34,0.168,4.04E-06,1_0,SLCO2B1
HSD17B11.1,2.89E-10,0.524350451,0.423,0.234,4.90E-06,1_0,HSD17B11
IL18.2,5.20E-10,0.535144643,0.367,0.189,8.82E-06,1_0,IL18
EVI2B.1,5.63E-10,0.254942468,0.543,0.354,9.55E-06,1_0,EVI2B
PYCARD.1,6.31E-10,0.398614392,0.62,0.417,1.07E-05,1_0,PYCARD
ARPC3.1,7.45E-10,0.345321714,0.893,0.746,1.26E-05,1_0,ARPC3
CEBPD.1,7.96E-10,0.41850861,0.693,0.494,1.35E-05,1_0,CEBPD
BCL2A1.3,1.18E-09,-1.050058047,0.187,0.35,2.00E-05,1_0,BCL2A1
DRAM2,1.18E-09,0.573506145,0.387,0.218,2.01E-05,1_0,DRAM2
